Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Order Quantity,On time shipment rate
Team Golf Texas Longhorns Putter Grip,201608,0,1.6808,2,0.0
Hirzl Women's Soffft Flex Golf Glove,201608,8,1.81488,4,1.0
Clicgear 8.0 Shoe Brush,201608,20,1.24249,11,0.75
Hirzl Women's Hybrid Golf Glove,201608,2,2.26572,5,0.0
Team Golf Pittsburgh Steelers Putter Grip,201608,6,1.39503,6,0.6666666666666667
Top Flite Women's 2017 XL Hybrid,201608,4,1.77945,2,1.0
Glove It Urban Brick Golf Towel,201608,12,0.26202,8,0.6666666666666667
Nike Dri-FIT Crew Sock 6 Pack,201608,19,0.18753,11,1.0
TYR Boys' Team Digi Jammer,201608,5,0.34744,5,0.0
Team Golf San Francisco Giants Putter Grip,201608,7,0.96842,4,1.0
Clicgear Rovic Cooler Bag,201608,0,1.41176,3,0.5
Titleist Pro V1x Golf Balls,201608,10,0.87467,12,0.25
adidas Men's Germany Black Crest Away Tee,201608,2,1.52452,5,0.0
Titleist Pro V1 High Numbers Personalized Gol,201608,2,1.33851,1,1.0
Under Armour Women's Micro G Skulpt Running S,201608,11,0.65957,7,0.33333333333333337
Under Armour Hustle Storm Medium Duffle Bag,201608,20,0.46486,14,0.0
Under Armour Women's Ignite PIP VI Slide,201608,16,1.78329,10,0.6666666666666667
Team Golf New England Patriots Putter Grip,201608,2,0.94858,5,0.0
Under Armour Men's Compression EV SL Slide,201608,0,1.63948,1,1.0
Bridgestone e6 Straight Distance NFL Tennesse,201608,0,0.17273,4,0.25
Glove It Women's Mod Oval Golf Glove,201608,5,2.18519,3,1.0
Nike Women's Legend V-Neck T-Shirt,201608,3,0.98294,3,0.0
Under Armour Kids' Mercenary Slide,201608,7,0.58907,9,1.0
Summer dresses,201608,0,1.69644,1,0.0
Elevation Training Mask 2.0,201608,6,2.24138,4,1.0
Brooks Women's Ghost 6 Running Shoe,201608,6,0.87811,5,1.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201608,1,1.45375,4,1.0
Perfect Fitness Perfect Rip Deck,201607,51,2.18387,387,0.5196850393700787
Nike Men's Dri-FIT Victory Golf Polo,201607,561,2.22411,352,0.6491228070175439
O'Brien Men's Neoprene Life Vest,201607,24,0.46066,383,0.53125
Nike Men's Free 5.0+ Running Shoe,201607,111,1.38024,257,0.6419753086419753
Under Armour Girls' Toddler Spine Surge Runni,201607,280,1.16506,145,0.6041666666666667
Nike Men's CJ Elite 2 TD Football Cleat,201607,206,1.07726,130,0.6615384615384615
Field & Stream Sportsman 16 Gun Fire Safe,201607,16,1.89547,107,0.6261682242990654
Pelican Sunstream 100 Kayak,201607,74,2.28418,100,0.53
Diamondback Women's Serene Classic Comfort Bi,201607,123,1.81245,68,0.6029411764705883
ENO Atlas Hammock Straps,201607,1,2.08616,5,0.5
adidas Youth Germany Black/Red Away Match Soc,201607,5,0.45992,5,1.0
Team Golf St. Louis Cardinals Putter Grip,201607,10,1.92282,8,0.6666666666666667
LIJA Women's Eyelet Sleeveless Golf Polo,201607,0,1.20062,5,1.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201607,4,0.64144,11,0.6666666666666667
Glove It Imperial Golf Towel,201607,3,1.90798,5,0.0
Bridgestone e6 Straight Distance NFL Carolina,201607,4,0.49346,4,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201607,29,1.01368,16,0.4
Columbia Men's PFG Anchor Tough T-Shirt,201607,2,0.24174,1,1.0
Under Armour Women's Ignite Slide,201607,15,0.47385,11,0.6666666666666667
Team Golf Tennessee Volunteers Putter Grip,201607,15,0.45596,10,0.0
Titleist Pro V1x High Numbers Personalized Go,201607,0,2.2271,1,1.0
Bridgestone e6 Straight Distance NFL San Dieg,201607,1,1.88289,5,0.33333333333333337
Nike Women's Tempo Shorts,201607,2,0.28389,1,1.0
Team Golf Texas Longhorns Putter Grip,201607,5,0.20887,3,0.0
Hirzl Women's Soffft Flex Golf Glove,201607,6,0.92847,5,1.0
Clicgear 8.0 Shoe Brush,201607,10,1.2709,7,0.5
Hirzl Women's Hybrid Golf Glove,201607,5,0.74919,3,0.0
Team Golf Pittsburgh Steelers Putter Grip,201607,7,2.10082,9,0.0
Top Flite Women's 2017 XL Hybrid,201607,9,0.84023,8,1.0
Glove It Urban Brick Golf Towel,201607,3,0.46471,7,0.75
Nike Dri-FIT Crew Sock 6 Pack,201607,1,0.55459,1,1.0
TYR Boys' Team Digi Jammer,201607,5,1.52628,3,0.5
Team Golf San Francisco Giants Putter Grip,201607,3,1.31888,3,1.0
Clicgear Rovic Cooler Bag,201607,4,1.18032,5,0.0
Titleist Pro V1x Golf Balls,201607,19,1.67535,10,0.25
adidas Men's Germany Black Crest Away Tee,201607,0,0.22251,1,0.0
Under Armour Women's Micro G Skulpt Running S,201607,13,1.52432,7,0.5
Under Armour Hustle Storm Medium Duffle Bag,201607,21,0.17059,13,0.5
Under Armour Women's Ignite PIP VI Slide,201607,5,0.4386,5,1.0
Bag Boy Beverage Holder,201607,12,2.3322,6,0.5
Under Armour Men's Tech II T-Shirt,201607,15,0.70155,8,0.5
Team Golf New England Patriots Putter Grip,201607,5,2.15752,19,0.6
Bridgestone e6 Straight Distance NFL Tennesse,201607,1,1.85292,2,1.0
Glove It Women's Mod Oval Golf Glove,201607,8,1.22058,11,1.0
Titleist Pro V1x High Numbers Golf Balls,201607,7,1.74116,6,1.0
Nike Women's Legend V-Neck T-Shirt,201607,2,1.40885,3,1.0
Under Armour Kids' Mercenary Slide,201607,2,0.42497,1,1.0
adidas Kids' F5 Messi FG Soccer Cleat,201607,7,2.01015,5,0.5
Perfect Fitness Perfect Rip Deck,201606,211,1.18549,423,0.5763888888888888
Nike Men's Dri-FIT Victory Golf Polo,201606,417,0.82901,300,0.5714285714285714
O'Brien Men's Neoprene Life Vest,201606,190,0.40214,283,0.5825242718446602
Nike Men's Free 5.0+ Running Shoe,201606,307,0.89084,171,0.5172413793103448
Under Armour Girls' Toddler Spine Surge Runni,201606,81,0.78677,127,0.5909090909090908
Nike Men's CJ Elite 2 TD Football Cleat,201606,82,2.00835,117,0.5128205128205128
Field & Stream Sportsman 16 Gun Fire Safe,201606,131,1.99896,81,0.5555555555555556
Pelican Sunstream 100 Kayak,201606,55,2.26268,68,0.5882352941176471
Diamondback Women's Serene Classic Comfort Bi,201606,109,0.87985,76,0.4736842105263158
ENO Atlas Hammock Straps,201606,13,1.43359,9,0.0
Nike Men's Comfort 2 Slide,201606,1,2.06565,1,1.0
adidas Youth Germany Black/Red Away Match Soc,201606,5,1.71709,3,0.0
Team Golf St. Louis Cardinals Putter Grip,201606,1,1.87768,1,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201606,1,1.61481,8,0.5
adidas Men's F10 Messi TRX FG Soccer Cleat,201606,28,0.80823,19,0.75
Glove It Women's Imperial Golf Glove,201606,4,0.36177,2,1.0
Glove It Imperial Golf Towel,201606,9,2.11287,5,0.5
Bridgestone e6 Straight Distance NFL Carolina,201606,22,1.09614,12,0.6666666666666667
Glove It Women's Mod Oval 3-Zip Carry All Gol,201606,4,2.00742,7,1.0
Columbia Men's PFG Anchor Tough T-Shirt,201606,2,1.02685,3,1.0
Under Armour Women's Ignite Slide,201606,1,2.18586,2,0.0
Team Golf Tennessee Volunteers Putter Grip,201606,1,1.77674,3,0.5
Nike Men's Deutschland Weltmeister Winners Bl,201606,2,1.15332,3,0.0
Bridgestone e6 Straight Distance NFL San Dieg,201606,0,2.28164,7,0.5
Nike Women's Tempo Shorts,201606,1,1.57255,8,0.25
Team Golf Texas Longhorns Putter Grip,201606,2,0.5364,4,1.0
Hirzl Women's Soffft Flex Golf Glove,201606,9,1.05888,5,1.0
Clicgear 8.0 Shoe Brush,201606,6,0.71068,3,0.0
Hirzl Women's Hybrid Golf Glove,201606,13,0.20821,10,0.6666666666666667
Team Golf Pittsburgh Steelers Putter Grip,201606,5,0.60011,6,0.0
Top Flite Women's 2017 XL Hybrid,201606,0,1.35883,2,0.5
Glove It Urban Brick Golf Towel,201606,2,1.19464,2,1.0
TYR Boys' Team Digi Jammer,201606,9,1.35515,9,1.0
Team Golf San Francisco Giants Putter Grip,201606,6,1.46688,4,0.0
Clicgear Rovic Cooler Bag,201606,13,1.46389,13,0.75
Hirzl Men's Hybrid Golf Glove,201606,5,0.15263,4,0.5
Titleist Pro V1x Golf Balls,201606,1,2.252,2,0.0
adidas Men's Germany Black Crest Away Tee,201606,13,0.4189,10,0.33333333333333337
Titleist Pro V1 High Numbers Personalized Gol,201606,2,1.1438,5,0.5
Under Armour Women's Micro G Skulpt Running S,201606,2,2.22047,3,0.5
Under Armour Women's Ignite PIP VI Slide,201606,1,0.30086,1,0.0
Bag Boy Beverage Holder,201606,6,1.12419,11,0.6666666666666667
Under Armour Men's Tech II T-Shirt,201606,1,2.29671,3,0.5
Team Golf New England Patriots Putter Grip,201606,9,0.2204,6,0.5
Bridgestone e6 Straight Distance NFL Tennesse,201606,10,0.81946,10,1.0
Titleist Pro V1x High Numbers Golf Balls,201606,9,1.55865,8,0.6666666666666667
Nike Women's Legend V-Neck T-Shirt,201606,1,1.37856,5,1.0
Under Armour Kids' Mercenary Slide,201606,1,0.32009,5,1.0
adidas Kids' F5 Messi FG Soccer Cleat,201606,9,2.034,5,0.5
Perfect Fitness Perfect Rip Deck,201605,884,2.13911,492,0.5329341317365269
Nike Men's Dri-FIT Victory Golf Polo,201605,204,1.85538,371,0.48
O'Brien Men's Neoprene Life Vest,201605,136,1.46267,375,0.5789473684210527
Nike Men's Free 5.0+ Running Shoe,201605,261,2.24123,150,0.5471698113207547
Under Armour Girls' Toddler Spine Surge Runni,201605,212,2.03571,160,0.537037037037037
Nike Men's CJ Elite 2 TD Football Cleat,201605,17,1.42351,112,0.5
Field & Stream Sportsman 16 Gun Fire Safe,201605,32,2.29813,80,0.55
Pelican Sunstream 100 Kayak,201605,95,0.9796,89,0.5730337078651686
Diamondback Women's Serene Classic Comfort Bi,201605,39,0.81197,83,0.6867469879518072
ENO Atlas Hammock Straps,201605,2,1.27434,2,1.0
adidas Youth Germany Black/Red Away Match Soc,201605,16,0.38547,9,0.5
Team Golf St. Louis Cardinals Putter Grip,201605,10,0.93383,14,0.5
LIJA Women's Eyelet Sleeveless Golf Polo,201605,17,1.85429,15,1.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201605,34,1.55229,22,0.7142857142857143
Glove It Women's Imperial Golf Glove,201605,3,0.28524,10,0.6666666666666667
Glove It Imperial Golf Towel,201605,1,0.79307,4,0.5
Bridgestone e6 Straight Distance NFL Carolina,201605,10,0.38621,5,0.5
Glove It Women's Mod Oval 3-Zip Carry All Gol,201605,4,0.22796,4,1.0
Columbia Men's PFG Anchor Tough T-Shirt,201605,6,0.71828,4,1.0
Team Golf Tennessee Volunteers Putter Grip,201605,2,0.70987,2,0.0
Titleist Pro V1x High Numbers Personalized Go,201605,3,1.14465,6,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201605,16,0.17243,10,1.0
Bridgestone e6 Straight Distance NFL San Dieg,201605,4,1.5226,8,0.6666666666666667
Nike Women's Tempo Shorts,201605,6,0.49427,8,0.6666666666666667
Team Golf Texas Longhorns Putter Grip,201605,8,2.11849,22,0.6666666666666667
Clicgear 8.0 Shoe Brush,201605,17,1.0454,12,0.6666666666666667
Team Golf Pittsburgh Steelers Putter Grip,201605,16,0.18631,11,0.75
Glove It Urban Brick Golf Towel,201605,12,0.9881,16,1.0
Nike Dri-FIT Crew Sock 6 Pack,201605,2,0.8386,7,0.33333333333333337
Clicgear Rovic Cooler Bag,201605,14,1.21957,7,0.5
Titleist Pro V1x Golf Balls,201605,22,0.98089,11,0.33333333333333337
Titleist Pro V1 High Numbers Personalized Gol,201605,1,0.65375,1,0.0
Under Armour Women's Micro G Skulpt Running S,201605,14,1.95669,8,0.6666666666666667
Under Armour Hustle Storm Medium Duffle Bag,201605,5,0.99097,3,1.0
Bag Boy Beverage Holder,201605,5,1.91926,10,0.5
Under Armour Men's Tech II T-Shirt,201605,6,0.54303,9,0.5
Team Golf New England Patriots Putter Grip,201605,17,0.23768,15,0.6
Under Armour Men's Compression EV SL Slide,201605,3,0.54119,10,0.0
Under Armour Kids' Mercenary Slide,201605,31,2.24923,20,0.8
Total Gym 1400,201605,1,0.87654,1,1.0
Perfect Fitness Perfect Rip Deck,201604,481,2.29265,400,0.5755395683453237
Nike Men's Dri-FIT Victory Golf Polo,201604,156,0.87258,283,0.5858585858585859
O'Brien Men's Neoprene Life Vest,201604,470,1.80975,283,0.4901960784313726
Nike Men's Free 5.0+ Running Shoe,201604,343,1.52666,205,0.6557377049180328
Under Armour Girls' Toddler Spine Surge Runni,201604,367,0.14551,217,0.5555555555555556
Nike Men's CJ Elite 2 TD Football Cleat,201604,233,2.04171,125,0.5680000000000001
Field & Stream Sportsman 16 Gun Fire Safe,201604,154,0.36175,89,0.5730337078651686
Pelican Sunstream 100 Kayak,201604,9,0.53641,75,0.5466666666666666
Diamondback Women's Serene Classic Comfort Bi,201604,42,1.75277,68,0.6323529411764706
ENO Atlas Hammock Straps,201604,5,0.68379,4,0.0
Nike Men's Comfort 2 Slide,201604,20,1.72595,20,0.5
adidas Youth Germany Black/Red Away Match Soc,201604,13,0.94702,8,0.5
Team Golf St. Louis Cardinals Putter Grip,201604,5,0.11145,4,0.5
LIJA Women's Eyelet Sleeveless Golf Polo,201604,4,0.29865,9,1.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201604,3,0.635,9,1.0
Glove It Women's Imperial Golf Glove,201604,10,0.28336,6,0.5
Glove It Imperial Golf Towel,201604,12,0.48969,13,0.6666666666666667
Bridgestone e6 Straight Distance NFL Carolina,201604,1,1.49474,4,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201604,0,0.41787,2,0.0
Columbia Men's PFG Anchor Tough T-Shirt,201604,6,1.57877,3,1.0
Under Armour Women's Ignite Slide,201604,3,1.75116,4,1.0
Team Golf Tennessee Volunteers Putter Grip,201604,6,0.70787,3,1.0
Nike Men's Deutschland Weltmeister Winners Bl,201604,20,0.25823,10,0.6
Hirzl Women's Soffft Flex Golf Glove,201604,6,0.54874,4,0.0
Clicgear 8.0 Shoe Brush,201604,1,0.56424,3,0.0
Hirzl Women's Hybrid Golf Glove,201604,4,0.37563,10,1.0
Team Golf Pittsburgh Steelers Putter Grip,201604,24,1.67018,12,0.5
Top Flite Women's 2017 XL Hybrid,201604,11,2.10424,8,0.5
Glove It Urban Brick Golf Towel,201604,5,1.65731,6,1.0
Nike Dri-FIT Crew Sock 6 Pack,201604,4,0.46672,5,0.5
TYR Boys' Team Digi Jammer,201604,14,2.03652,14,1.0
Clicgear Rovic Cooler Bag,201604,0,0.33661,8,0.6666666666666667
Hirzl Men's Hybrid Golf Glove,201604,11,1.96437,12,1.0
Titleist Pro V1x Golf Balls,201604,2,0.26592,1,1.0
adidas Men's Germany Black Crest Away Tee,201604,7,2.32414,4,0.5
Titleist Pro V1 High Numbers Personalized Gol,201604,4,0.14576,2,0.5
Under Armour Hustle Storm Medium Duffle Bag,201604,2,0.94814,8,0.33333333333333337
Bag Boy Beverage Holder,201604,8,1.85035,5,1.0
Under Armour Men's Tech II T-Shirt,201604,2,1.17677,11,1.0
Team Golf New England Patriots Putter Grip,201604,10,2.01338,11,0.33333333333333337
Glove It Women's Mod Oval Golf Glove,201604,0,1.08236,7,0.33333333333333337
Titleist Pro V1x High Numbers Golf Balls,201604,10,0.70135,5,1.0
Nike Women's Legend V-Neck T-Shirt,201604,7,2.05172,5,1.0
adidas Kids' F5 Messi FG Soccer Cleat,201604,22,0.79125,13,0.5
LIJA Women's Mid-Length Panel Golf Shorts,201604,1,1.69334,3,0.0
Perfect Fitness Perfect Rip Deck,201603,543,1.57635,487,0.5202702702702703
Nike Men's Dri-FIT Victory Golf Polo,201603,78,1.02936,289,0.5510204081632653
O'Brien Men's Neoprene Life Vest,201603,83,0.62865,298,0.5196078431372548
Nike Men's Free 5.0+ Running Shoe,201603,333,0.21305,171,0.5357142857142857
Under Armour Girls' Toddler Spine Surge Runni,201603,189,1.37123,138,0.5111111111111111
Nike Men's CJ Elite 2 TD Football Cleat,201603,199,0.5104,119,0.5966386554621849
Field & Stream Sportsman 16 Gun Fire Safe,201603,32,1.04703,86,0.6162790697674418
Pelican Sunstream 100 Kayak,201603,125,1.63432,75,0.42666666666666664
Diamondback Women's Serene Classic Comfort Bi,201603,31,0.30119,71,0.5211267605633803
ENO Atlas Hammock Straps,201603,7,1.77863,4,0.6666666666666667
Nike Men's Comfort 2 Slide,201603,3,1.42105,4,1.0
adidas Youth Germany Black/Red Away Match Soc,201603,13,2.30696,9,1.0
Team Golf St. Louis Cardinals Putter Grip,201603,0,2.08283,3,1.0
LIJA Women's Eyelet Sleeveless Golf Polo,201603,0,0.95717,4,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201603,6,2.00387,4,1.0
Glove It Women's Imperial Golf Glove,201603,1,1.48931,5,1.0
Glove It Imperial Golf Towel,201603,5,0.67446,5,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201603,10,0.53306,6,1.0
Columbia Men's PFG Anchor Tough T-Shirt,201603,14,0.28895,7,1.0
Team Golf Tennessee Volunteers Putter Grip,201603,1,1.60181,8,0.5
Nike Men's Deutschland Weltmeister Winners Bl,201603,10,0.30204,12,0.33333333333333337
Bridgestone e6 Straight Distance NFL San Dieg,201603,6,1.47463,3,0.0
Nike Women's Tempo Shorts,201603,8,1.75323,4,1.0
Team Golf Texas Longhorns Putter Grip,201603,10,1.29905,5,1.0
Clicgear 8.0 Shoe Brush,201603,10,1.14786,5,0.0
Team Golf Pittsburgh Steelers Putter Grip,201603,32,0.72993,20,0.4
Top Flite Women's 2017 XL Hybrid,201603,18,1.75257,10,0.5
Glove It Urban Brick Golf Towel,201603,7,1.9474,6,1.0
Nike Dri-FIT Crew Sock 6 Pack,201603,2,1.38243,1,1.0
TYR Boys' Team Digi Jammer,201603,6,1.64793,10,0.6666666666666667
Team Golf San Francisco Giants Putter Grip,201603,0,2.18234,1,1.0
Clicgear Rovic Cooler Bag,201603,2,2.16479,2,1.0
Hirzl Men's Hybrid Golf Glove,201603,2,1.87436,4,1.0
Titleist Pro V1x Golf Balls,201603,7,0.97374,4,0.0
adidas Men's Germany Black Crest Away Tee,201603,3,1.51019,4,0.0
Titleist Pro V1 High Numbers Personalized Gol,201603,8,0.85858,6,0.6666666666666667
Under Armour Hustle Storm Medium Duffle Bag,201603,2,0.45712,2,0.5
Under Armour Women's Ignite PIP VI Slide,201603,4,0.31301,4,0.0
Bag Boy Beverage Holder,201603,5,1.4573,4,1.0
Team Golf New England Patriots Putter Grip,201603,8,0.7012,5,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201603,1,0.90391,2,1.0
Glove It Women's Mod Oval Golf Glove,201603,2,2.20982,4,0.0
Titleist Pro V1x High Numbers Golf Balls,201603,4,0.88575,3,0.5
Nike Women's Legend V-Neck T-Shirt,201603,7,1.34217,4,0.0
Under Armour Kids' Mercenary Slide,201603,0,0.6882,9,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201603,4,0.69851,2,1.0
Fighting video games,201603,0,0.46759,3,1.0
Lawn mower,201603,2,1.49465,1,1.0
Adult dog supplies,201603,2,0.67643,2,1.0
Smart watch,201603,2,0.4253,1,1.0
Perfect Fitness Perfect Rip Deck,201602,261,2.15078,341,0.6057692307692308
Nike Men's Dri-FIT Victory Golf Polo,201602,11,1.9413,307,0.5700000000000001
O'Brien Men's Neoprene Life Vest,201602,132,2.33072,336,0.5420560747663552
Nike Men's Free 5.0+ Running Shoe,201602,163,0.35399,130,0.4782608695652174
Under Armour Girls' Toddler Spine Surge Runni,201602,37,2.02556,129,0.5813953488372092
Nike Men's CJ Elite 2 TD Football Cleat,201602,80,0.3635,100,0.5800000000000001
Field & Stream Sportsman 16 Gun Fire Safe,201602,29,0.1971,85,0.611764705882353
Pelican Sunstream 100 Kayak,201602,22,2.33581,68,0.6323529411764706
Diamondback Women's Serene Classic Comfort Bi,201602,90,1.95824,66,0.5606060606060606
Nike Men's Comfort 2 Slide,201602,14,0.33123,7,1.0
adidas Youth Germany Black/Red Away Match Soc,201602,0,0.11546,7,1.0
Team Golf St. Louis Cardinals Putter Grip,201602,11,0.2777,8,0.6666666666666667
LIJA Women's Eyelet Sleeveless Golf Polo,201602,3,1.39322,8,0.5
adidas Men's F10 Messi TRX FG Soccer Cleat,201602,1,0.18321,3,1.0
Glove It Women's Imperial Golf Glove,201602,17,1.72488,9,0.6666666666666667
Glove It Imperial Golf Towel,201602,2,0.88822,5,1.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201602,2,1.12448,11,1.0
Columbia Men's PFG Anchor Tough T-Shirt,201602,16,0.54442,8,0.5
Under Armour Women's Ignite Slide,201602,24,0.24617,18,0.5
Titleist Pro V1x High Numbers Personalized Go,201602,12,1.81952,8,1.0
Nike Men's Deutschland Weltmeister Winners Bl,201602,10,0.70139,15,0.5
Bridgestone e6 Straight Distance NFL San Dieg,201602,5,0.49425,3,0.0
Nike Women's Tempo Shorts,201602,0,1.75337,3,0.33333333333333337
Team Golf Texas Longhorns Putter Grip,201602,14,1.70755,11,0.6666666666666667
Hirzl Women's Soffft Flex Golf Glove,201602,5,1.85008,5,0.0
Hirzl Women's Hybrid Golf Glove,201602,13,1.47902,7,1.0
Team Golf Pittsburgh Steelers Putter Grip,201602,7,1.75071,5,1.0
Nike Dri-FIT Crew Sock 6 Pack,201602,4,0.40933,3,1.0
TYR Boys' Team Digi Jammer,201602,10,2.1718,5,1.0
Team Golf San Francisco Giants Putter Grip,201602,4,1.12582,2,0.5
Clicgear Rovic Cooler Bag,201602,1,1.25968,14,0.5
Hirzl Men's Hybrid Golf Glove,201602,9,1.41053,12,0.33333333333333337
Titleist Pro V1x Golf Balls,201602,15,1.79037,9,1.0
adidas Men's Germany Black Crest Away Tee,201602,3,2.19668,3,1.0
Titleist Pro V1 High Numbers Personalized Gol,201602,0,1.57573,3,0.0
Under Armour Women's Micro G Skulpt Running S,201602,0,0.49598,4,1.0
Under Armour Hustle Storm Medium Duffle Bag,201602,2,0.12233,3,1.0
Under Armour Women's Ignite PIP VI Slide,201602,0,2.23467,9,1.0
Bag Boy Beverage Holder,201602,8,0.70249,9,0.75
Team Golf New England Patriots Putter Grip,201602,5,0.33584,3,0.0
Under Armour Men's Compression EV SL Slide,201602,23,0.89507,14,1.0
Bridgestone e6 Straight Distance NFL Tennesse,201602,0,1.85393,8,1.0
Glove It Women's Mod Oval Golf Glove,201602,7,0.62257,10,0.75
Nike Women's Legend V-Neck T-Shirt,201602,3,1.10766,4,0.0
Under Armour Kids' Mercenary Slide,201602,14,0.77402,17,0.25
adidas Kids' F5 Messi FG Soccer Cleat,201602,13,1.03422,7,0.33333333333333337
DVDs,201602,3,0.56788,2,0.0
Summer dresses,201602,2,1.81663,2,1.0
Lawn mower,201602,0,1.60332,3,0.33333333333333337
Adult dog supplies,201602,3,1.04277,2,0.0
Rock music,201602,2,0.27025,1,1.0
Smart watch,201602,1,1.48118,1,0.0
Perfect Fitness Perfect Rip Deck,201601,613,2.23883,378,0.6076923076923078
Nike Men's Dri-FIT Victory Golf Polo,201601,596,1.6041,361,0.578512396694215
O'Brien Men's Neoprene Life Vest,201601,56,0.96627,332,0.5185185185185186
Nike Men's Free 5.0+ Running Shoe,201601,282,0.31581,200,0.4444444444444444
Under Armour Girls' Toddler Spine Surge Runni,201601,57,2.02406,183,0.6206896551724138
Nike Men's CJ Elite 2 TD Football Cleat,201601,172,1.68914,150,0.5866666666666667
Field & Stream Sportsman 16 Gun Fire Safe,201601,91,1.80539,90,0.6333333333333333
Pelican Sunstream 100 Kayak,201601,106,0.31165,95,0.631578947368421
Diamondback Women's Serene Classic Comfort Bi,201601,62,1.23483,87,0.4367816091954023
ENO Atlas Hammock Straps,201601,3,1.16183,5,1.0
Nike Men's Comfort 2 Slide,201601,3,1.60251,2,0.0
adidas Youth Germany Black/Red Away Match Soc,201601,5,1.31264,5,0.5
Team Golf St. Louis Cardinals Putter Grip,201601,6,0.89841,5,0.6666666666666667
adidas Men's F10 Messi TRX FG Soccer Cleat,201601,4,2.26149,2,1.0
Columbia Men's PFG Anchor Tough T-Shirt,201601,9,0.27207,8,0.5
Under Armour Women's Ignite Slide,201601,0,1.40137,4,0.0
Titleist Pro V1x High Numbers Personalized Go,201601,27,1.65061,14,0.4
Nike Men's Deutschland Weltmeister Winners Bl,201601,4,1.98205,4,0.5
Nike Women's Tempo Shorts,201601,6,1.3884,4,1.0
Team Golf Texas Longhorns Putter Grip,201601,2,1.85647,1,0.0
Hirzl Women's Soffft Flex Golf Glove,201601,5,1.03148,5,1.0
Hirzl Women's Hybrid Golf Glove,201601,25,0.66123,20,0.5
Glove It Urban Brick Golf Towel,201601,2,1.34403,3,0.5
TYR Boys' Team Digi Jammer,201601,2,1.29869,5,0.5
Team Golf San Francisco Giants Putter Grip,201601,5,1.92837,11,0.33333333333333337
Clicgear Rovic Cooler Bag,201601,10,1.96113,7,0.5
Hirzl Men's Hybrid Golf Glove,201601,10,1.71063,6,0.5
Titleist Pro V1x Golf Balls,201601,5,2.23357,5,0.0
adidas Men's Germany Black Crest Away Tee,201601,11,0.40356,10,0.6666666666666667
Titleist Pro V1 High Numbers Personalized Gol,201601,8,1.28178,6,0.5
Under Armour Hustle Storm Medium Duffle Bag,201601,2,1.08009,5,0.5
Under Armour Women's Ignite PIP VI Slide,201601,10,1.55456,6,0.0
Bag Boy Beverage Holder,201601,6,1.51793,5,0.0
Under Armour Men's Tech II T-Shirt,201601,0,1.00638,4,1.0
Team Golf New England Patriots Putter Grip,201601,6,1.85719,5,0.0
Under Armour Men's Compression EV SL Slide,201601,5,0.20124,4,1.0
Bridgestone e6 Straight Distance NFL Tennesse,201601,14,2.04903,8,0.5
Glove It Women's Mod Oval Golf Glove,201601,4,1.43867,4,0.0
Titleist Pro V1x High Numbers Golf Balls,201601,0,0.1235,2,0.5
Under Armour Kids' Mercenary Slide,201601,11,1.59671,6,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201601,1,1.7027,2,1.0
DVDs,201601,4,1.51972,3,0.33333333333333337
Fighting video games,201601,1,0.15042,1,0.0
Lawn mower,201601,3,0.94161,2,1.0
Brooks Women's Ghost 6 Running Shoe,201601,0,1.69787,2,0.0
First aid kit,201601,0,1.3803,1,1.0
Smart watch,201601,4,0.52171,2,0.0
Perfect Fitness Perfect Rip Deck,201512,495,0.46164,320,0.49056603773584906
Nike Men's Dri-FIT Victory Golf Polo,201512,37,1.54673,252,0.40697674418604646
O'Brien Men's Neoprene Life Vest,201512,326,2.15799,346,0.5210084033613445
Nike Men's Free 5.0+ Running Shoe,201512,370,0.35419,191,0.5625
Under Armour Girls' Toddler Spine Surge Runni,201512,81,1.95763,132,0.5217391304347826
Nike Men's CJ Elite 2 TD Football Cleat,201512,98,0.1635,101,0.5148514851485149
Field & Stream Sportsman 16 Gun Fire Safe,201512,30,1.80522,88,0.5568181818181819
Pelican Sunstream 100 Kayak,201512,55,0.7187,97,0.5979381443298969
Diamondback Women's Serene Classic Comfort Bi,201512,76,2.1296,65,0.6307692307692307
Nike Men's Comfort 2 Slide,201512,2,0.49709,3,1.0
adidas Youth Germany Black/Red Away Match Soc,201512,3,0.52823,12,0.0
Team Golf St. Louis Cardinals Putter Grip,201512,2,1.93076,5,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201512,8,0.67223,6,0.5
adidas Men's F10 Messi TRX FG Soccer Cleat,201512,9,1.34558,14,1.0
Glove It Women's Imperial Golf Glove,201512,2,1.42734,3,1.0
